network_packet_size,network_packet_rate,network_protocol,hash_mismatch_rate,smart_contract_violation,transaction_latency_drift,device_activity_variance,vital_stats_stability,response_time_deviation,threat_label,trigger_reason
275,435.32,0,0.1,1,0.29,0.526,0.943,0.356,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
205,383.52,1,0.117,1,0.292,0.79,0.299,0.104,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability"
1287,11.99,0,0.109,1,0.034,0.461,0.55,0.02,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation"
252,398.56,0,0.058,1,0.015,0.891,0.254,0.225,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
1148,269.36,0,0.18,0,0.403,0.815,0.52,0.099,1,"hash_mismatch_rate, transaction_latency_drift, device_activity_variance"
814,259.98,1,0.125,1,0.316,0.94,0.099,0.17,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability"
655,298.32,0,0.082,0,0.372,0.325,0.781,0.4,1,"hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1171,381.64,1,0.047,1,0.206,0.569,0.12,0.062,1,"network_packet_rate, network_protocol, smart_contract_violation, transaction_latency_drift, vital_stats_stability"
683,95.05,1,0.0,0,0.352,0.116,0.504,0.421,1,"network_protocol, transaction_latency_drift, response_time_deviation"
1040,119.87,0,0.08,0,0.095,0.486,0.047,0.072,1,"hash_mismatch_rate, vital_stats_stability"
604,415.58,0,0.196,0,0.422,0.59,0.127,0.13,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability"
921,455.43,1,0.004,1,0.312,0.597,0.532,0.306,1,"network_packet_rate, network_protocol, smart_contract_violation, transaction_latency_drift, response_time_deviation"
1114,311.76,1,0.052,0,0.412,0.786,0.652,0.311,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
590,496.34,0,0.042,0,0.221,0.066,0.923,0.043,1,"network_packet_rate, transaction_latency_drift"
1051,314.96,1,0.194,1,0.07,0.413,0.183,0.01,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, vital_stats_stability"
222,243.51,0,0.186,1,0.068,0.013,0.699,0.4,1,"hash_mismatch_rate, smart_contract_violation, response_time_deviation"
1385,201.51,1,0.06,0,0.309,0.869,0.902,0.235,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
1495,332.81,1,0.117,1,0.1,0.902,0.65,0.358,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
539,302.66,0,0.069,1,0.286,0.051,0.327,0.313,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
742,336.29,0,0.023,1,0.41,0.642,0.036,0.416,1,"network_packet_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
1261,176.91,1,0.167,0,0.179,0.887,0.309,0.255,1,"network_packet_size, network_protocol, hash_mismatch_rate, device_activity_variance, vital_stats_stability, response_time_deviation"
437,317.7,1,0.019,0,0.299,0.042,0.303,0.237,1,"network_packet_rate, network_protocol, transaction_latency_drift, vital_stats_stability, response_time_deviation"
542,40.57,1,0.123,1,0.027,0.361,0.071,0.411,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, vital_stats_stability, response_time_deviation"
763,364.49,0,0.191,0,0.455,0.563,0.196,0.222,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
629,367.89,0,0.178,1,0.164,0.952,0.818,0.249,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
435,411.11,1,0.02,1,0.399,0.573,0.924,0.22,1,"network_packet_rate, network_protocol, smart_contract_violation, transaction_latency_drift, response_time_deviation"
1404,339.94,1,0.018,0,0.37,0.2,0.539,0.086,1,"network_packet_size, network_packet_rate, network_protocol, transaction_latency_drift"
650,82.54,1,0.123,0,0.397,0.081,0.979,0.164,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift"
1105,444.81,0,0.072,0,0.204,0.12,0.626,0.348,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
396,471.45,1,0.118,0,0.374,0.649,0.097,0.063,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability"
1311,199.25,1,0.059,1,0.022,0.386,0.52,0.117,1,"network_packet_size, network_protocol, hash_mismatch_rate, smart_contract_violation"
1348,473.02,1,0.004,1,0.302,0.803,0.843,0.014,1,"network_packet_size, network_packet_rate, network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance"
226,42.81,1,0.092,1,0.018,0.737,0.125,0.491,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
1264,435.56,1,0.04,1,0.1,0.344,0.871,0.315,1,"network_packet_size, network_packet_rate, network_protocol, smart_contract_violation, response_time_deviation"
213,341.37,1,0.132,0,0.284,0.07,0.489,0.443,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
906,396.62,1,0.188,0,0.125,0.754,0.189,0.214,1,"network_packet_rate, network_protocol, hash_mismatch_rate, device_activity_variance, vital_stats_stability, response_time_deviation"
1212,226.02,0,0.107,1,0.026,0.95,0.791,0.317,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
1213,92.77,1,0.098,0,0.135,0.679,0.451,0.403,1,"network_packet_size, network_protocol, hash_mismatch_rate, device_activity_variance, response_time_deviation"
1044,85.62,1,0.073,0,0.159,0.352,0.952,0.12,1,"network_protocol, hash_mismatch_rate"
1362,414.57,1,0.137,0,0.206,0.407,0.763,0.205,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
805,225.94,0,0.2,1,0.117,0.866,0.19,0.212,1,"hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
1188,15.79,0,0.027,0,0.476,0.292,0.533,0.073,1,transaction_latency_drift
1186,122.16,1,0.174,1,0.268,0.644,0.359,0.292,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
593,117.96,1,0.153,0,0.494,0.327,0.851,0.037,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift"
1043,432.62,0,0.112,1,0.065,0.585,0.735,0.142,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation"
425,118.41,0,0.044,0,0.087,0.196,0.996,0.025,0,None
699,253.0,0,0.131,1,0.277,0.635,0.647,0.418,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
321,293.32,1,0.188,0,0.436,0.427,0.757,0.066,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift"
391,393.97,1,0.181,0,0.12,0.004,0.76,0.209,1,"network_packet_rate, network_protocol, hash_mismatch_rate, response_time_deviation"
926,436.9,1,0.058,1,0.256,0.036,0.442,0.017,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
316,316.09,0,0.054,0,0.159,0.982,0.251,0.099,1,"network_packet_rate, hash_mismatch_rate, device_activity_variance, vital_stats_stability"
642,24.2,1,0.113,0,0.452,0.995,0.301,0.112,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability"
943,423.45,1,0.087,1,0.187,0.851,0.915,0.048,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance"
544,331.29,0,0.159,0,0.493,0.283,0.358,0.357,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1376,388.33,1,0.109,1,0.166,0.822,0.95,0.144,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance"
1080,492.18,1,0.022,0,0.461,0.872,0.182,0.0,1,"network_packet_rate, network_protocol, transaction_latency_drift, device_activity_variance, vital_stats_stability"
434,476.67,1,0.029,1,0.175,0.711,0.099,0.37,1,"network_packet_rate, network_protocol, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
985,181.04,0,0.153,0,0.213,0.52,0.707,0.186,1,"hash_mismatch_rate, transaction_latency_drift"
259,156.02,0,0.008,0,0.238,0.251,0.683,0.239,1,"transaction_latency_drift, response_time_deviation"
567,69.08,1,0.115,0,0.128,0.909,0.443,0.447,1,"network_protocol, hash_mismatch_rate, device_activity_variance, response_time_deviation"
1247,341.44,1,0.052,0,0.247,0.487,0.792,0.308,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
434,88.4,1,0.061,0,0.277,0.147,0.619,0.361,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
764,198.68,0,0.034,0,0.119,0.641,0.396,0.209,1,"device_activity_variance, vital_stats_stability, response_time_deviation"
1138,334.88,0,0.076,1,0.175,0.741,0.154,0.322,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
675,370.96,0,0.155,1,0.5,0.423,0.668,0.263,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
1269,31.57,0,0.101,1,0.373,0.518,0.279,0.037,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability"
1039,9.15,1,0.116,1,0.27,0.834,0.331,0.367,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
411,446.89,1,0.157,0,0.413,0.133,0.094,0.081,1,"network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability"
965,278.12,0,0.03,1,0.226,0.325,0.812,0.212,1,"smart_contract_violation, transaction_latency_drift, response_time_deviation"
856,28.08,1,0.123,1,0.29,0.408,0.075,0.313,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1093,377.18,0,0.041,1,0.497,0.094,0.062,0.358,1,"network_packet_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
693,467.33,1,0.193,0,0.024,0.798,0.89,0.436,1,"network_packet_rate, network_protocol, hash_mismatch_rate, device_activity_variance, response_time_deviation"
224,213.15,1,0.134,1,0.219,0.846,0.906,0.116,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance"
1489,176.64,0,0.07,1,0.344,0.649,0.137,0.016,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability"
985,41.72,1,0.125,1,0.373,0.543,0.895,0.331,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
275,228.12,1,0.04,1,0.196,0.244,0.654,0.474,1,"network_protocol, smart_contract_violation, response_time_deviation"
276,326.41,0,0.192,1,0.199,0.091,0.79,0.198,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation"
1432,55.62,1,0.033,1,0.392,0.711,0.153,0.212,1,"network_packet_size, network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
1076,418.9,0,0.071,1,0.063,0.786,0.168,0.292,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
669,131.96,0,0.017,1,0.119,0.833,0.422,0.333,1,"smart_contract_violation, device_activity_variance, response_time_deviation"
491,488.87,0,0.158,0,0.052,0.808,0.551,0.022,1,"network_packet_rate, hash_mismatch_rate, device_activity_variance"
1019,268.86,0,0.117,0,0.28,0.975,0.63,0.24,1,"hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
1029,136.63,0,0.161,0,0.227,0.278,0.963,0.083,1,"hash_mismatch_rate, transaction_latency_drift"
931,393.12,0,0.028,0,0.321,0.038,0.439,0.375,1,"network_packet_rate, transaction_latency_drift, response_time_deviation"
705,389.96,1,0.012,1,0.007,0.966,0.237,0.211,1,"network_packet_rate, network_protocol, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
943,279.83,0,0.145,1,0.012,0.004,0.077,0.025,1,"hash_mismatch_rate, smart_contract_violation, vital_stats_stability"
1322,482.31,0,0.003,1,0.339,0.413,0.834,0.313,1,"network_packet_size, network_packet_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
221,90.08,1,0.012,1,0.126,0.269,0.24,0.364,1,"network_protocol, smart_contract_violation, vital_stats_stability, response_time_deviation"
1275,131.12,1,0.194,0,0.276,0.48,0.606,0.034,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift"
943,15.93,1,0.026,1,0.078,0.279,0.498,0.224,1,"network_protocol, smart_contract_violation, response_time_deviation"
1385,189.0,1,0.007,0,0.43,0.705,0.535,0.488,1,"network_packet_size, network_protocol, transaction_latency_drift, device_activity_variance, response_time_deviation"
834,407.02,0,0.053,0,0.384,0.512,0.499,0.069,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift"
296,203.06,0,0.035,1,0.353,0.307,0.652,0.47,1,"smart_contract_violation, transaction_latency_drift, response_time_deviation"
773,121.65,1,0.025,1,0.246,0.36,0.221,0.028,1,"network_protocol, smart_contract_violation, transaction_latency_drift, vital_stats_stability"
828,373.97,0,0.024,0,0.023,0.83,0.786,0.379,1,"network_packet_rate, device_activity_variance, response_time_deviation"
454,50.2,0,0.156,0,0.098,0.676,0.263,0.46,1,"hash_mismatch_rate, device_activity_variance, vital_stats_stability, response_time_deviation"
1051,309.15,0,0.13,0,0.132,0.847,0.354,0.246,1,"network_packet_rate, hash_mismatch_rate, device_activity_variance, vital_stats_stability, response_time_deviation"
1206,215.49,1,0.111,1,0.461,0.093,0.919,0.012,1,"network_packet_size, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
1088,454.01,1,0.048,1,0.077,0.854,0.149,0.103,1,"network_packet_rate, network_protocol, smart_contract_violation, device_activity_variance, vital_stats_stability"
553,136.8,0,0.159,1,0.189,0.208,0.221,0.435,1,"hash_mismatch_rate, smart_contract_violation, vital_stats_stability, response_time_deviation"
1054,336.99,1,0.058,0,0.16,0.927,0.993,0.318,1,"network_packet_rate, network_protocol, hash_mismatch_rate, device_activity_variance, response_time_deviation"
1265,497.61,0,0.167,1,0.357,0.605,0.071,0.311,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
311,126.78,1,0.135,1,0.494,0.934,0.242,0.09,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability"
1323,129.56,1,0.177,0,0.47,0.105,0.452,0.248,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1248,94.87,1,0.093,1,0.21,0.748,0.565,0.089,1,"network_packet_size, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance"
1476,37.84,0,0.135,0,0.315,0.117,0.643,0.258,1,"network_packet_size, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1189,207.35,1,0.007,1,0.353,0.429,0.088,0.498,1,"network_protocol, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
851,454.26,0,0.03,0,0.262,0.356,0.253,0.24,1,"network_packet_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
397,75.97,1,0.085,0,0.141,0.845,0.46,0.035,1,"network_protocol, hash_mismatch_rate, device_activity_variance"
661,360.39,0,0.054,0,0.165,0.877,0.571,0.27,1,"network_packet_rate, hash_mismatch_rate, device_activity_variance, response_time_deviation"
423,472.97,1,0.033,0,0.247,0.962,0.978,0.395,1,"network_packet_rate, network_protocol, transaction_latency_drift, device_activity_variance, response_time_deviation"
329,435.23,0,0.048,0,0.213,0.812,0.216,0.138,1,"network_packet_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability"
755,380.43,0,0.07,1,0.007,0.23,0.713,0.139,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation"
917,187.11,1,0.162,0,0.386,0.311,0.538,0.378,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
600,142.06,0,0.053,1,0.206,0.306,0.465,0.287,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
469,6.65,1,0.053,0,0.481,0.133,0.094,0.129,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability"
1234,355.12,1,0.16,0,0.49,0.987,0.732,0.477,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
1411,228.73,0,0.18,0,0.385,0.624,0.116,0.143,1,"network_packet_size, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability"
1451,154.46,0,0.173,1,0.2,0.915,0.08,0.481,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
692,93.65,0,0.056,0,0.276,0.328,0.674,0.324,1,"hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
837,370.44,0,0.076,1,0.394,0.304,0.826,0.051,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
853,30.47,0,0.126,1,0.216,0.099,0.87,0.112,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
1409,145.17,1,0.047,1,0.422,0.829,0.921,0.272,1,"network_packet_size, network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
721,306.67,1,0.2,1,0.47,0.355,0.173,0.459,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1336,72.41,1,0.039,1,0.394,0.821,0.211,0.452,1,"network_packet_size, network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
1199,83.45,0,0.088,0,0.192,0.227,0.881,0.425,1,"hash_mismatch_rate, response_time_deviation"
1096,66.91,0,0.071,1,0.036,0.639,0.3,0.369,1,"hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
779,25.38,0,0.176,0,0.495,0.487,0.131,0.122,1,"hash_mismatch_rate, transaction_latency_drift, vital_stats_stability"
348,141.42,1,0.072,0,0.486,0.587,0.936,0.42,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
411,462.13,0,0.152,1,0.192,0.063,0.605,0.459,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, response_time_deviation"
703,274.85,0,0.174,1,0.122,0.012,0.171,0.306,1,"hash_mismatch_rate, smart_contract_violation, vital_stats_stability, response_time_deviation"
871,408.64,0,0.173,1,0.445,0.037,0.427,0.186,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
261,277.54,1,0.03,1,0.311,0.898,0.594,0.077,1,"network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance"
747,255.52,0,0.142,1,0.09,0.365,0.984,0.219,1,"hash_mismatch_rate, smart_contract_violation, response_time_deviation"
705,333.09,0,0.137,0,0.008,0.139,0.843,0.005,1,"network_packet_rate, hash_mismatch_rate"
732,466.17,0,0.1,1,0.132,0.597,0.959,0.475,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, response_time_deviation"
1484,429.06,1,0.178,1,0.041,0.004,0.968,0.174,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation"
1339,494.02,1,0.192,1,0.133,0.691,0.209,0.345,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability, response_time_deviation"
1313,107.07,0,0.048,0,0.488,0.143,0.268,0.234,1,"network_packet_size, transaction_latency_drift, vital_stats_stability, response_time_deviation"
768,8.81,0,0.1,0,0.247,0.206,0.998,0.126,1,"hash_mismatch_rate, transaction_latency_drift"
857,310.86,0,0.093,1,0.442,0.823,0.791,0.496,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
1427,250.89,1,0.199,0,0.219,0.461,0.288,0.437,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
683,70.99,0,0.17,1,0.406,0.571,0.302,0.119,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, vital_stats_stability"
1259,490.04,1,0.175,0,0.285,0.597,0.842,0.074,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, transaction_latency_drift"
1039,68.49,0,0.022,1,0.09,0.841,0.862,0.028,1,"smart_contract_violation, device_activity_variance"
1340,392.84,0,0.164,1,0.207,0.485,0.904,0.095,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
705,396.75,0,0.178,0,0.207,0.859,0.593,0.047,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, device_activity_variance"
276,147.95,1,0.024,0,0.408,0.041,0.46,0.252,1,"network_protocol, transaction_latency_drift, response_time_deviation"
1119,41.56,1,0.174,0,0.445,0.097,0.466,0.257,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1395,66.72,0,0.007,0,0.432,0.64,0.75,0.272,1,"network_packet_size, transaction_latency_drift, device_activity_variance, response_time_deviation"
822,432.87,0,0.148,0,0.466,0.475,0.007,0.12,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability"
1385,405.68,1,0.15,1,0.215,0.863,0.863,0.246,1,"network_packet_size, network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
1380,338.79,0,0.096,1,0.463,0.203,0.938,0.413,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
527,74.01,1,0.004,1,0.453,0.165,0.202,0.371,1,"network_protocol, smart_contract_violation, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1097,133.83,0,0.127,1,0.484,0.923,0.575,0.319,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
800,245.35,1,0.057,1,0.013,0.477,0.762,0.224,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, response_time_deviation"
1134,174.32,1,0.0,0,0.25,0.845,0.887,0.439,1,"network_protocol, transaction_latency_drift, device_activity_variance, response_time_deviation"
834,232.16,1,0.016,1,0.475,0.912,0.484,0.343,1,"network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
1445,243.61,0,0.006,0,0.461,0.302,0.422,0.316,1,"network_packet_size, transaction_latency_drift, response_time_deviation"
757,282.21,0,0.071,0,0.451,0.227,0.058,0.231,1,"hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
593,297.58,0,0.172,0,0.162,0.895,0.726,0.13,1,"hash_mismatch_rate, device_activity_variance"
1033,138.83,1,0.051,0,0.452,0.78,0.367,0.489,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
394,19.34,1,0.061,1,0.361,0.638,0.532,0.22,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
1441,19.87,0,0.11,1,0.15,0.569,0.739,0.324,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation, response_time_deviation"
374,425.2,1,0.129,1,0.339,0.192,0.787,0.177,1,"network_packet_rate, network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift"
309,235.9,0,0.05,0,0.329,0.888,0.362,0.23,1,"transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
1113,137.63,1,0.188,1,0.351,0.182,0.757,0.252,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, response_time_deviation"
365,472.29,0,0.09,0,0.443,0.267,0.247,0.339,1,"network_packet_rate, hash_mismatch_rate, transaction_latency_drift, vital_stats_stability, response_time_deviation"
1242,87.08,1,0.06,0,0.399,0.913,0.692,0.302,1,"network_packet_size, network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
1056,30.25,0,0.047,0,0.264,0.307,0.43,0.349,1,"transaction_latency_drift, response_time_deviation"
316,325.82,0,0.031,0,0.006,0.816,0.671,0.041,1,"network_packet_rate, device_activity_variance"
987,137.47,1,0.132,0,0.441,0.343,0.912,0.268,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, response_time_deviation"
1451,447.08,0,0.115,0,0.431,0.934,0.761,0.405,1,"network_packet_size, network_packet_rate, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, response_time_deviation"
942,174.06,0,0.096,0,0.395,0.767,0.369,0.252,1,"hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
223,336.86,0,0.128,0,0.138,0.017,0.06,0.293,1,"network_packet_rate, hash_mismatch_rate, vital_stats_stability, response_time_deviation"
901,175.89,1,0.185,1,0.107,0.3,0.28,0.094,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, vital_stats_stability"
546,126.72,1,0.193,1,0.073,0.599,0.648,0.276,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, response_time_deviation"
1155,307.05,0,0.142,1,0.209,0.974,0.094,0.439,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
601,198.02,1,0.123,0,0.224,0.978,0.302,0.479,1,"network_protocol, hash_mismatch_rate, transaction_latency_drift, device_activity_variance, vital_stats_stability, response_time_deviation"
718,72.27,1,0.015,0,0.255,0.976,0.935,0.113,1,"network_protocol, transaction_latency_drift, device_activity_variance"
229,129.02,1,0.012,1,0.211,0.804,0.49,0.394,1,"network_protocol, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
1214,31.77,0,0.018,1,0.117,0.092,0.671,0.33,1,"network_packet_size, smart_contract_violation, response_time_deviation"
1420,68.68,1,0.149,0,0.185,0.462,0.382,0.114,1,"network_packet_size, network_protocol, hash_mismatch_rate, vital_stats_stability"
1259,282.54,0,0.163,1,0.047,0.277,0.835,0.077,1,"network_packet_size, hash_mismatch_rate, smart_contract_violation"
1141,58.99,0,0.145,1,0.479,0.98,0.61,0.446,1,"hash_mismatch_rate, smart_contract_violation, transaction_latency_drift, device_activity_variance, response_time_deviation"
524,49.61,1,0.129,1,0.063,0.704,0.205,0.168,1,"network_protocol, hash_mismatch_rate, smart_contract_violation, device_activity_variance, vital_stats_stability"
481,401.11,0,0.161,1,0.198,0.657,0.82,0.296,1,"network_packet_rate, hash_mismatch_rate, smart_contract_violation, device_activity_variance, response_time_deviation"
466,22.27,0,0.081,0,0.154,0.66,0.18,0.408,1,"hash_mismatch_rate, device_activity_variance, vital_stats_stability, response_time_deviation"
1083,184.25,1,0.097,0,0.119,0.181,0.077,0.018,1,"network_protocol, hash_mismatch_rate, vital_stats_stability"
